user_id,order_id,action,time
72,72,create_order,2022-08-24T21:01:41
73,73,create_order,2022-08-24T21:06:21
74,74,create_order,2022-08-24T21:07:16
75,75,create_order,2022-08-24T21:09:30
53,76,create_order,2022-08-24T21:11:10
76,77,create_order,2022-08-24T21:15:44
77,78,create_order,2022-08-24T21:16:22
78,79,create_order,2022-08-24T21:17:38
78,79,cancel_order,2022-08-24T21:25:04.494
79,80,create_order,2022-08-24T21:25:37
80,81,create_order,2022-08-24T21:26:39
81,82,create_order,2022-08-24T21:26:51
82,83,create_order,2022-08-24T21:28:08
83,84,create_order,2022-08-24T21:29:55
84,85,create_order,2022-08-24T21:30:11
85,86,create_order,2022-08-24T21:33:59
86,87,create_order,2022-08-24T21:36:00
87,88,create_order,2022-08-24T21:36:05
88,89,create_order,2022-08-24T21:36:06
89,90,create_order,2022-08-24T21:48:08
89,90,cancel_order,2022-08-24T21:54:51.723
90,91,create_order,2022-08-24T21:48:42
91,92,create_order,2022-08-24T21:50:23
92,93,create_order,2022-08-24T21:51:02
93,94,create_order,2022-08-24T21:51:08
91,95,create_order,2022-08-24T21:51:59
94,96,create_order,2022-08-24T21:52:01
95,97,create_order,2022-08-24T21:52:02
91,98,create_order,2022-08-24T21:53:51
96,99,create_order,2022-08-24T21:54:24
97,100,create_order,2022-08-24T21:55:38
98,101,create_order,2022-08-24T21:57:01
99,102,create_order,2022-08-24T22:00:00
100,103,create_order,2022-08-24T22:00:48
101,104,create_order,2022-08-24T22:01:12
102,105,create_order,2022-08-24T22:03:20
99,106,create_order,2022-08-24T22:03:21
100,107,create_order,2022-08-24T22:04:12
103,108,create_order,2022-08-24T22:05:10
104,109,create_order,2022-08-24T22:09:48
105,110,create_order,2022-08-24T22:12:22
106,111,create_order,2022-08-24T22:18:18
107,112,create_order,2022-08-24T22:30:57
108,113,create_order,2022-08-24T22:31:30
67,114,create_order,2022-08-24T22:32:45
109,115,create_order,2022-08-24T22:36:47
110,116,create_order,2022-08-24T22:37:21
111,117,create_order,2022-08-24T22:43:13
32,118,create_order,2022-08-24T22:52:19
112,119,create_order,2022-08-24T22:53:14
113,120,create_order,2022-08-24T22:53:35
114,121,create_order,2022-08-24T22:54:58
115,122,create_order,2022-08-24T22:57:28
116,123,create_order,2022-08-24T22:59:52
117,124,create_order,2022-08-24T23:02:52
118,125,create_order,2022-08-24T23:07:53
119,126,create_order,2022-08-24T23:11:39
120,127,create_order,2022-08-24T23:12:44
121,128,create_order,2022-08-24T23:15:08
60,129,create_order,2022-08-24T23:15:57
54,130,create_order,2022-08-24T23:17:47
59,131,create_order,2022-08-24T23:18:03
59,132,create_order,2022-08-24T23:19:39
122,133,create_order,2022-08-24T23:21:20
123,134,create_order,2022-08-24T23:26:19
124,135,create_order,2022-08-24T23:31:26
125,136,create_order,2022-08-24T23:33:33
126,137,create_order,2022-08-24T23:33:52
127,138,create_order,2022-08-24T23:39:07
128,139,create_order,2022-08-24T23:39:23
129,140,create_order,2022-08-24T23:40:13
130,141,create_order,2022-08-24T23:43:23
131,142,create_order,2022-08-24T23:45:16
132,143,create_order,2022-08-24T23:46:40
132,143,cancel_order,2022-08-24T23:52:18.002
132,144,create_order,2022-08-24T23:49:07
133,145,create_order,2022-08-24T23:55:56
134,146,create_order,2022-08-24T23:58:31
135,147,create_order,2022-08-25T00:01:39
136,148,create_order,2022-08-25T00:02:33
137,149,create_order,2022-08-25T00:04:18
138,150,create_order,2022-08-25T00:07:11
139,151,create_order,2022-08-25T00:07:12
140,152,create_order,2022-08-25T00:08:34
141,153,create_order,2022-08-25T00:09:09
142,154,create_order,2022-08-25T00:12:31
143,155,create_order,2022-08-25T00:14:40
144,156,create_order,2022-08-25T00:15:45
144,156,cancel_order,2022-08-25T00:21:28.651
145,157,create_order,2022-08-25T00:15:58
146,158,create_order,2022-08-25T00:16:01
147,159,create_order,2022-08-25T00:17:57
148,160,create_order,2022-08-25T00:18:08
149,161,create_order,2022-08-25T00:22:42
150,162,create_order,2022-08-25T00:24:14
151,163,create_order,2022-08-25T00:24:49
152,164,create_order,2022-08-25T00:25:18
152,165,create_order,2022-08-25T00:25:31
153,166,create_order,2022-08-25T00:25:42
154,167,create_order,2022-08-25T00:25:58
155,168,create_order,2022-08-25T00:26:01
154,169,create_order,2022-08-25T00:26:33
156,170,create_order,2022-08-25T00:26:41
156,171,create_order,2022-08-25T00:26:56
157,172,create_order,2022-08-25T00:27:07
158,173,create_order,2022-08-25T00:28:55
154,174,create_order,2022-08-25T00:29:06
159,175,create_order,2022-08-25T00:31:54
160,176,create_order,2022-08-25T00:32:15
161,177,create_order,2022-08-25T00:32:47
162,178,create_order,2022-08-25T00:35:20
162,179,create_order,2022-08-25T00:36:06
6,180,create_order,2022-08-25T00:38:07
163,181,create_order,2022-08-25T00:41:05
164,182,create_order,2022-08-25T00:42:14
165,183,create_order,2022-08-25T00:45:07
165,183,cancel_order,2022-08-25T00:52:06.055
166,184,create_order,2022-08-25T00:45:38
167,185,create_order,2022-08-25T00:46:34
168,186,create_order,2022-08-25T00:48:19
169,187,create_order,2022-08-25T00:48:37
170,188,create_order,2022-08-25T00:49:31
171,189,create_order,2022-08-25T00:51:14
172,190,create_order,2022-08-25T00:53:26
172,190,cancel_order,2022-08-25T00:59:23.528
173,191,create_order,2022-08-25T00:54:34
171,192,create_order,2022-08-25T00:54:39
174,193,create_order,2022-08-25T00:55:19
175,194,create_order,2022-08-25T00:57:43
176,195,create_order,2022-08-25T00:57:50
177,196,create_order,2022-08-25T01:01:29
178,197,create_order,2022-08-25T01:01:38
179,198,create_order,2022-08-25T01:05:38
180,199,create_order,2022-08-25T01:08:48
181,200,create_order,2022-08-25T01:09:03
182,201,create_order,2022-08-25T01:09:05
183,202,create_order,2022-08-25T01:11:08
184,203,create_order,2022-08-25T01:13:54
184,204,create_order,2022-08-25T01:14:34
184,205,create_order,2022-08-25T01:17:53
185,206,create_order,2022-08-25T01:18:25
186,207,create_order,2022-08-25T01:18:31
79,208,create_order,2022-08-25T01:20:31
187,209,create_order,2022-08-25T01:22:45
188,210,create_order,2022-08-25T01:24:21
189,211,create_order,2022-08-25T01:24:37
190,212,create_order,2022-08-25T01:25:10
191,213,create_order,2022-08-25T01:26:42
192,214,create_order,2022-08-25T01:27:04
191,215,create_order,2022-08-25T01:28:40
193,216,create_order,2022-08-25T01:32:40
194,217,create_order,2022-08-25T01:33:34
195,218,create_order,2022-08-25T01:34:12
31,219,create_order,2022-08-25T01:40:40
196,220,create_order,2022-08-25T01:41:21
197,221,create_order,2022-08-25T01:43:46
136,222,create_order,2022-08-25T01:44:57
136,223,create_order,2022-08-25T01:45:50
198,224,create_order,2022-08-25T01:47:09
199,225,create_order,2022-08-25T01:47:59
200,226,create_order,2022-08-25T01:50:45
201,227,create_order,2022-08-25T01:50:58
202,228,create_order,2022-08-25T01:51:11
200,229,create_order,2022-08-25T01:52:14
203,230,create_order,2022-08-25T01:53:13
203,231,create_order,2022-08-25T01:54:14
204,232,create_order,2022-08-25T01:54:42
205,233,create_order,2022-08-25T01:55:00
206,234,create_order,2022-08-25T01:55:56
207,235,create_order,2022-08-25T01:56:10
208,236,create_order,2022-08-25T01:59:46
209,237,create_order,2022-08-25T02:00:23
210,238,create_order,2022-08-25T02:02:26
209,239,create_order,2022-08-25T02:02:35
211,240,create_order,2022-08-25T02:06:49
212,241,create_order,2022-08-25T02:12:34
212,242,create_order,2022-08-25T02:14:21
213,243,create_order,2022-08-25T02:15:07
214,244,create_order,2022-08-25T02:15:27
215,245,create_order,2022-08-25T02:21:45
216,246,create_order,2022-08-25T02:25:53
217,247,create_order,2022-08-25T02:29:42
218,248,create_order,2022-08-25T02:31:25
219,249,create_order,2022-08-25T02:32:37
220,250,create_order,2022-08-25T02:38:11
212,251,create_order,2022-08-25T02:38:37
221,252,create_order,2022-08-25T02:40:07
222,253,create_order,2022-08-25T02:40:18
223,254,create_order,2022-08-25T02:42:33
224,255,create_order,2022-08-25T02:43:53
225,256,create_order,2022-08-25T02:46:30
226,257,create_order,2022-08-25T02:47:14
227,258,create_order,2022-08-25T02:50:07
227,259,create_order,2022-08-25T02:50:52
227,260,create_order,2022-08-25T02:51:11
228,261,create_order,2022-08-25T02:51:43
229,262,create_order,2022-08-25T02:54:31
230,263,create_order,2022-08-25T02:54:51
231,264,create_order,2022-08-25T02:55:57
204,265,create_order,2022-08-25T02:56:51
232,266,create_order,2022-08-25T02:57:30
233,267,create_order,2022-08-25T03:00:38
234,268,create_order,2022-08-25T03:02:14
235,269,create_order,2022-08-25T03:07:39
236,270,create_order,2022-08-25T03:11:38
236,271,create_order,2022-08-25T03:14:55
237,272,create_order,2022-08-25T03:16:00
238,273,create_order,2022-08-25T03:17:37
239,274,create_order,2022-08-25T03:23:37
240,275,create_order,2022-08-25T03:26:16
241,276,create_order,2022-08-25T03:32:45
241,277,create_order,2022-08-25T03:34:38
242,278,create_order,2022-08-25T03:37:21
243,279,create_order,2022-08-25T03:39:52
244,280,create_order,2022-08-25T03:40:53
245,281,create_order,2022-08-25T03:44:50
187,282,create_order,2022-08-25T03:46:25
246,283,create_order,2022-08-25T03:48:15
187,284,create_order,2022-08-25T03:48:30
247,285,create_order,2022-08-25T03:50:05
248,286,create_order,2022-08-25T03:53:34
249,287,create_order,2022-08-25T03:54:33
250,288,create_order,2022-08-25T03:58:17
251,289,create_order,2022-08-25T04:04:07
252,290,create_order,2022-08-25T04:06:15
253,291,create_order,2022-08-25T04:08:50
254,292,create_order,2022-08-25T04:10:42
255,293,create_order,2022-08-25T04:11:09
256,294,create_order,2022-08-25T04:12:21
186,295,create_order,2022-08-25T04:22:23
257,296,create_order,2022-08-25T04:22:59
258,297,create_order,2022-08-25T04:26:27
259,298,create_order,2022-08-25T04:32:18
259,298,cancel_order,2022-08-25T04:36:46.390
259,299,create_order,2022-08-25T04:34:34
260,300,create_order,2022-08-25T04:36:36
261,301,create_order,2022-08-25T04:37:23
262,302,create_order,2022-08-25T04:37:51
263,303,create_order,2022-08-25T04:50:30
264,304,create_order,2022-08-25T04:51:34
264,305,create_order,2022-08-25T04:51:51
265,306,create_order,2022-08-25T04:53:00
266,307,create_order,2022-08-25T04:53:51
267,308,create_order,2022-08-25T04:57:08
248,309,create_order,2022-08-25T05:00:26
268,310,create_order,2022-08-25T05:01:55
268,310,cancel_order,2022-08-25T05:08:45.341
269,311,create_order,2022-08-25T05:02:53
270,312,create_order,2022-08-25T05:10:38
271,313,create_order,2022-08-25T05:14:02
271,314,create_order,2022-08-25T05:14:33
272,315,create_order,2022-08-25T05:21:14
273,316,create_order,2022-08-25T05:23:57
274,317,create_order,2022-08-25T05:24:19
275,318,create_order,2022-08-25T05:24:39
276,319,create_order,2022-08-25T05:29:02
277,320,create_order,2022-08-25T05:29:11
278,321,create_order,2022-08-25T05:35:28
279,322,create_order,2022-08-25T05:37:28
280,323,create_order,2022-08-25T05:38:04
281,324,create_order,2022-08-25T05:40:34
282,325,create_order,2022-08-25T05:40:57
283,326,create_order,2022-08-25T05:42:28
283,326,cancel_order,2022-08-25T05:48:42.003
284,327,create_order,2022-08-25T05:43:10
285,328,create_order,2022-08-25T05:48:06
286,329,create_order,2022-08-25T05:49:30
287,330,create_order,2022-08-25T05:52:41
288,331,create_order,2022-08-25T05:52:43
289,332,create_order,2022-08-25T05:55:55
290,333,create_order,2022-08-25T05:56:28
291,334,create_order,2022-08-25T06:00:17
292,335,create_order,2022-08-25T06:05:03
293,336,create_order,2022-08-25T06:07:00
293,336,cancel_order,2022-08-25T06:12:35.409
294,337,create_order,2022-08-25T06:07:32
294,338,create_order,2022-08-25T06:07:35
294,338,cancel_order,2022-08-25T06:13:59.412
64,339,create_order,2022-08-25T06:14:10
295,340,create_order,2022-08-25T06:20:04
213,341,create_order,2022-08-25T06:20:50
296,342,create_order,2022-08-25T06:22:21
297,343,create_order,2022-08-25T06:24:41
298,344,create_order,2022-08-25T06:25:27
299,345,create_order,2022-08-25T06:26:32
300,346,create_order,2022-08-25T06:26:42
301,347,create_order,2022-08-25T06:27:01
302,348,create_order,2022-08-25T06:29:34
303,349,create_order,2022-08-25T06:30:44
304,350,create_order,2022-08-25T06:35:20
304,351,create_order,2022-08-25T06:38:09
305,352,create_order,2022-08-25T06:42:28
306,353,create_order,2022-08-25T06:49:12
202,354,create_order,2022-08-25T06:57:10
202,355,create_order,2022-08-25T06:59:00
307,356,create_order,2022-08-25T06:59:44
308,357,create_order,2022-08-25T07:05:44
309,358,create_order,2022-08-25T07:06:16
310,359,create_order,2022-08-25T07:08:53
311,360,create_order,2022-08-25T07:11:25
312,361,create_order,2022-08-25T07:12:04
312,362,create_order,2022-08-25T07:14:46
313,363,create_order,2022-08-25T07:15:07
314,364,create_order,2022-08-25T07:16:41
315,365,create_order,2022-08-25T07:16:43
316,366,create_order,2022-08-25T07:17:00
314,367,create_order,2022-08-25T07:17:20
317,368,create_order,2022-08-25T07:18:16
318,369,create_order,2022-08-25T07:20:28
319,370,create_order,2022-08-25T07:20:34
320,371,create_order,2022-08-25T07:21:04
321,372,create_order,2022-08-25T07:26:19
322,373,create_order,2022-08-25T07:30:31
323,374,create_order,2022-08-25T07:30:57
324,375,create_order,2022-08-25T07:31:46
325,376,create_order,2022-08-25T07:32:04
326,377,create_order,2022-08-25T07:34:26
327,378,create_order,2022-08-25T07:36:19
328,379,create_order,2022-08-25T07:36:24
301,380,create_order,2022-08-25T07:40:52
329,381,create_order,2022-08-25T07:41:11
330,382,create_order,2022-08-25T07:41:15
133,383,create_order,2022-08-25T07:41:27
331,384,create_order,2022-08-25T07:41:30
332,385,create_order,2022-08-25T07:41:57
133,386,create_order,2022-08-25T07:44:25
333,387,create_order,2022-08-25T07:46:20
334,388,create_order,2022-08-25T07:47:22
80,389,create_order,2022-08-25T07:51:47
335,390,create_order,2022-08-25T07:52:06
336,391,create_order,2022-08-25T07:54:02
337,392,create_order,2022-08-25T07:56:50
338,393,create_order,2022-08-25T07:57:30
233,394,create_order,2022-08-25T08:00:56
339,395,create_order,2022-08-25T08:02:24
340,396,create_order,2022-08-25T08:04:54
341,397,create_order,2022-08-25T08:08:07
342,398,create_order,2022-08-25T08:10:05
343,399,create_order,2022-08-25T08:11:04
344,400,create_order,2022-08-25T08:12:03
345,401,create_order,2022-08-25T08:12:52
346,402,create_order,2022-08-25T08:13:51
341,403,create_order,2022-08-25T08:14:50
193,404,create_order,2022-08-25T08:16:02
347,405,create_order,2022-08-25T08:18:58
348,406,create_order,2022-08-25T08:19:52
349,407,create_order,2022-08-25T08:24:26
350,408,create_order,2022-08-25T08:25:32
351,409,create_order,2022-08-25T08:25:56
352,410,create_order,2022-08-25T08:27:18
353,411,create_order,2022-08-25T08:28:55
353,412,create_order,2022-08-25T08:29:14
354,413,create_order,2022-08-25T08:29:45
355,414,create_order,2022-08-25T08:34:51
356,415,create_order,2022-08-25T08:37:33
357,416,create_order,2022-08-25T08:39:36
358,417,create_order,2022-08-25T08:41:38
359,418,create_order,2022-08-25T08:43:08
360,419,create_order,2022-08-25T08:43:09
361,420,create_order,2022-08-25T08:45:27
362,421,create_order,2022-08-25T08:48:04
363,422,create_order,2022-08-25T08:49:34
364,423,create_order,2022-08-25T08:50:10
365,424,create_order,2022-08-25T08:53:17
366,425,create_order,2022-08-25T08:55:48
271,426,create_order,2022-08-25T08:57:40
367,427,create_order,2022-08-25T08:58:01
368,428,create_order,2022-08-25T08:58:21
369,429,create_order,2022-08-25T08:59:13
370,430,create_order,2022-08-25T08:59:42
371,431,create_order,2022-08-25T09:00:09
372,432,create_order,2022-08-25T09:02:42
373,433,create_order,2022-08-25T09:04:53
374,434,create_order,2022-08-25T09:08:07
375,435,create_order,2022-08-25T09:12:01
376,436,create_order,2022-08-25T09:12:22
377,437,create_order,2022-08-25T09:15:10
378,438,create_order,2022-08-25T09:15:32
379,439,create_order,2022-08-25T09:17:09
380,440,create_order,2022-08-25T09:19:27
381,441,create_order,2022-08-25T09:19:47
380,442,create_order,2022-08-25T09:20:17
382,443,create_order,2022-08-25T09:20:32
383,444,create_order,2022-08-25T09:20:40
384,445,create_order,2022-08-25T09:24:15
385,446,create_order,2022-08-25T09:25:49
386,447,create_order,2022-08-25T09:25:50
387,448,create_order,2022-08-25T09:25:59
388,449,create_order,2022-08-25T09:27:32
389,450,create_order,2022-08-25T09:27:57
390,451,cancel_order,2022-08-25T09:34:43.180
390,451,create_order,2022-08-25T09:28:02
121,452,create_order,2022-08-25T09:31:11
391,453,create_order,2022-08-25T09:31:23
392,454,create_order,2022-08-25T09:34:22
392,454,cancel_order,2022-08-25T09:41:20.022
393,455,create_order,2022-08-25T09:35:31
137,456,create_order,2022-08-25T09:36:08
137,456,cancel_order,2022-08-25T09:42:37.573
394,457,create_order,2022-08-25T09:38:07
394,457,cancel_order,2022-08-25T09:43:54.244
395,458,cancel_order,2022-08-25T09:49:50.714
395,458,create_order,2022-08-25T09:43:02
8,459,create_order,2022-08-25T09:43:08
396,460,create_order,2022-08-25T09:43:23
397,461,create_order,2022-08-25T09:44:33
398,462,create_order,2022-08-25T09:45:50
399,463,create_order,2022-08-25T09:46:32
398,464,create_order,2022-08-25T09:46:39
400,465,create_order,2022-08-25T09:47:02
401,466,create_order,2022-08-25T09:47:52
402,467,create_order,2022-08-25T09:48:13
403,468,create_order,2022-08-25T09:49:02
404,469,create_order,2022-08-25T09:49:18
401,470,create_order,2022-08-25T09:49:48
53,471,create_order,2022-08-25T09:50:03
405,472,create_order,2022-08-25T09:53:34
406,473,create_order,2022-08-25T09:55:16
407,474,create_order,2022-08-25T09:57:56
408,475,create_order,2022-08-25T09:58:37
409,476,create_order,2022-08-25T10:00:38
410,477,create_order,2022-08-25T10:01:59
411,478,create_order,2022-08-25T10:02:56
412,479,create_order,2022-08-25T10:03:17
413,480,create_order,2022-08-25T10:03:21
414,481,create_order,2022-08-25T10:03:30
415,482,create_order,2022-08-25T10:04:38
287,483,create_order,2022-08-25T10:04:52
416,484,create_order,2022-08-25T10:04:53
416,484,cancel_order,2022-08-25T10:08:57.202
417,485,create_order,2022-08-25T10:05:01
418,486,create_order,2022-08-25T10:05:18
419,487,create_order,2022-08-25T10:06:07
332,488,create_order,2022-08-25T10:07:39
420,489,create_order,2022-08-25T10:10:45
421,490,create_order,2022-08-25T10:11:21
422,491,create_order,2022-08-25T10:12:36
207,492,create_order,2022-08-25T10:13:09
423,493,create_order,2022-08-25T10:13:46
424,494,create_order,2022-08-25T10:16:07
425,495,create_order,2022-08-25T10:16:49
426,496,create_order,2022-08-25T10:18:03
427,497,create_order,2022-08-25T10:21:45
428,498,create_order,2022-08-25T10:26:04
429,499,create_order,2022-08-25T10:26:18
430,500,create_order,2022-08-25T10:28:43
431,501,create_order,2022-08-25T10:35:12
432,502,create_order,2022-08-25T10:35:50
433,503,create_order,2022-08-25T10:36:44
397,504,create_order,2022-08-25T10:37:15
53,505,create_order,2022-08-25T10:37:22
434,506,create_order,2022-08-25T10:37:27
435,507,create_order,2022-08-25T10:37:38
436,508,create_order,2022-08-25T10:38:49
437,509,create_order,2022-08-25T10:39:23
435,510,create_order,2022-08-25T10:39:45
438,511,create_order,2022-08-25T10:39:58
439,512,create_order,2022-08-25T10:40:57
439,512,cancel_order,2022-08-25T10:45:28.327
440,513,create_order,2022-08-25T10:42:19
441,514,create_order,2022-08-25T10:42:55
442,515,create_order,2022-08-25T10:44:19
212,516,create_order,2022-08-25T10:44:24
443,517,create_order,2022-08-25T10:48:25
444,518,create_order,2022-08-25T10:48:49
158,519,create_order,2022-08-25T10:50:35
378,520,create_order,2022-08-25T10:51:07
445,521,create_order,2022-08-25T10:51:25
446,522,create_order,2022-08-25T10:51:51
447,523,create_order,2022-08-25T10:52:37
448,524,create_order,2022-08-25T10:53:22
445,525,create_order,2022-08-25T10:53:25
449,526,create_order,2022-08-25T10:55:53
450,527,create_order,2022-08-25T10:59:05
451,528,create_order,2022-08-25T11:00:43
452,529,create_order,2022-08-25T11:02:51
451,530,create_order,2022-08-25T11:02:54
453,531,create_order,2022-08-25T11:02:55
454,532,create_order,2022-08-25T11:03:01
455,533,create_order,2022-08-25T11:03:20
191,534,create_order,2022-08-25T11:03:45
191,534,cancel_order,2022-08-25T11:08:34.234
456,535,create_order,2022-08-25T11:03:53
457,536,create_order,2022-08-25T11:05:26
458,537,create_order,2022-08-25T11:06:56
459,538,create_order,2022-08-25T11:07:33
460,539,create_order,2022-08-25T11:10:15
461,540,create_order,2022-08-25T11:10:51
299,541,create_order,2022-08-25T11:11:43
461,542,create_order,2022-08-25T11:11:58
462,543,create_order,2022-08-25T11:15:24
463,544,create_order,2022-08-25T11:16:03
464,545,create_order,2022-08-25T11:19:57
465,546,create_order,2022-08-25T11:21:41
466,547,create_order,2022-08-25T11:25:37
466,547,cancel_order,2022-08-25T11:31:43.342
467,548,create_order,2022-08-25T11:26:20
468,549,create_order,2022-08-25T11:28:52
364,550,create_order,2022-08-25T11:28:59
469,551,create_order,2022-08-25T11:29:07
328,552,create_order,2022-08-25T11:29:49
296,553,create_order,2022-08-25T11:30:53
470,554,create_order,2022-08-25T11:32:11
471,555,create_order,2022-08-25T11:32:46
472,556,create_order,2022-08-25T11:34:30
473,557,create_order,2022-08-25T11:35:36
474,558,create_order,2022-08-25T11:36:15
475,559,create_order,2022-08-25T11:39:06
476,560,create_order,2022-08-25T11:39:50
477,561,create_order,2022-08-25T11:42:15
478,562,create_order,2022-08-25T11:42:56
479,563,create_order,2022-08-25T11:44:36
480,564,create_order,2022-08-25T11:45:19
481,565,create_order,2022-08-25T11:45:36
482,566,create_order,2022-08-25T11:45:59
483,567,create_order,2022-08-25T11:46:14
484,568,create_order,2022-08-25T11:48:26
485,569,create_order,2022-08-25T11:49:02
481,570,create_order,2022-08-25T11:49:48
486,571,create_order,2022-08-25T11:50:09
264,572,create_order,2022-08-25T11:53:28
487,573,create_order,2022-08-25T11:54:04
488,574,create_order,2022-08-25T11:54:06
489,575,create_order,2022-08-25T11:54:12
59,576,create_order,2022-08-25T11:57:20
59,577,create_order,2022-08-25T11:58:31
490,578,create_order,2022-08-25T11:59:03
489,579,create_order,2022-08-25T11:59:29
491,580,create_order,2022-08-25T12:00:43
492,581,create_order,2022-08-25T12:05:03
492,582,create_order,2022-08-25T12:06:04
493,583,create_order,2022-08-25T12:06:13
494,584,create_order,2022-08-25T12:09:49
495,585,create_order,2022-08-25T12:10:31
496,586,create_order,2022-08-25T12:11:02
496,587,create_order,2022-08-25T12:12:14
366,588,create_order,2022-08-25T12:12:55
497,589,create_order,2022-08-25T12:13:13
498,590,create_order,2022-08-25T12:13:21
499,591,create_order,2022-08-25T12:13:53
500,592,create_order,2022-08-25T12:14:36
501,593,create_order,2022-08-25T12:14:41
502,594,create_order,2022-08-25T12:15:16
451,595,create_order,2022-08-25T12:16:16
503,596,create_order,2022-08-25T12:17:01
504,597,create_order,2022-08-25T12:17:35
505,598,create_order,2022-08-25T12:18:01
506,599,create_order,2022-08-25T12:18:02
488,600,create_order,2022-08-25T12:18:31
488,600,cancel_order,2022-08-25T12:25:07.562
507,601,create_order,2022-08-25T12:21:14
508,602,create_order,2022-08-25T12:21:48
508,603,create_order,2022-08-25T12:21:53
507,604,create_order,2022-08-25T12:22:14
509,605,create_order,2022-08-25T12:23:02
510,606,create_order,2022-08-25T12:24:28
511,607,create_order,2022-08-25T12:25:02
512,608,create_order,2022-08-25T12:25:29
513,609,create_order,2022-08-25T12:25:34
141,610,create_order,2022-08-25T12:27:57
141,610,cancel_order,2022-08-25T12:34:05.354
514,611,create_order,2022-08-25T12:28:23
515,612,create_order,2022-08-25T12:28:31
512,613,create_order,2022-08-25T12:28:49
516,614,create_order,2022-08-25T12:30:44
516,615,create_order,2022-08-25T12:31:33
517,616,create_order,2022-08-25T12:33:07
518,617,create_order,2022-08-25T12:33:50
519,618,create_order,2022-08-25T12:34:34
520,619,create_order,2022-08-25T12:35:01
521,620,create_order,2022-08-25T12:37:29
522,621,create_order,2022-08-25T12:41:17
523,622,create_order,2022-08-25T12:43:32
524,623,create_order,2022-08-25T12:43:55
525,624,create_order,2022-08-25T12:45:20
526,625,create_order,2022-08-25T12:46:14
218,626,create_order,2022-08-25T12:46:24
527,627,create_order,2022-08-25T12:47:10
528,628,create_order,2022-08-25T12:47:19
528,628,cancel_order,2022-08-25T12:53:13.793
529,629,create_order,2022-08-25T12:49:28
365,630,create_order,2022-08-25T12:58:21
365,631,create_order,2022-08-25T12:58:23
530,632,create_order,2022-08-25T12:58:50
